starttime	seconds	ctime	dtime	ttime	wait
Tue Sep 08 10:07:55 2015	1441687075	1	27	27	26
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	1	26	28	26
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:57 2015	1441687077	0	27	28	27
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	25
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:57 2015	1441687077	2	25	28	25
Tue Sep 08 10:07:56 2015	1441687076	2	26	28	25
Tue Sep 08 10:07:56 2015	1441687076	2	25	28	25
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:55 2015	1441687075	2	25	28	25
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	27
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	27
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	2	26	28	25
Tue Sep 08 10:07:55 2015	1441687075	2	26	28	25
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	27
Tue Sep 08 10:07:58 2015	1441687078	1	27	28	26
Tue Sep 08 10:07:56 2015	1441687076	2	26	28	25
Tue Sep 08 10:07:56 2015	1441687076	1	27	28	27
